"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL7463";"GF-109203";"None";"412.49";"0";"3.64";"8f";"CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL766660";"Inhibitory activity against Protein kinase A (PKA)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136337";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL20926";"";"None";"381.44";"0";"4.84";"12";"Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767982";"Inhibition of protein kinase A.";"B";"BAO_0000224";"protein format";"unidentified";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
"CHEMBL3613610";"";"None";"436.52";"0";"2.53";"13";"COC(=O)c1cccc(NC(=O)C2(CN(C)C)CCN(c3ncnc4[nH]ccc34)CC2)c1";"IC50";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"20.52";"0.38";"6.43";"8.66";"0";"CHEMBL3615479";"Inhibition of PKA (unknown origin) by radiometric assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL3611979";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3613624";"";"None";"493.61";"0";"3.42";"27";"Cc1[nH]c2ncnc(N3CCC(CN(C)C)(C(=O)Nc4cccc(OC(=O)N(C)C)c4)CC3)c2c1C";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3615479";"Inhibition of PKA (unknown origin) by radiometric assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL3611979";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL73413";"";"None";"397.43";"0";"3.77";"3cc";"Cn1ccc2ccc3c4[nH]c5c(CCCO)cccc5c4c4c(c3c21)C(=O)NC4=O";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL100102";"";"None";"326.40";"0";"1.64";"7";"NCCCCCCNC1=C(c2cc3ccccc3[nH]2)C(=O)NC1=O";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"13.18";"0.24";"2.66";"4.30";"0";"CHEMBL822640";"Inhibition of c-AMP dependent kinase (PKA) using histone II A protein";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128033";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
"CHEMBL545295";"";"None";"524.36";"0";"3.92";"4e";"CNCCCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3=O.I";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"17.46";"0.32";"3.00";"8.77";"0";"CHEMBL766660";"Inhibitory activity against Protein kinase A (PKA)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136337";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL84807";"";"None";"423.06";"0";"3.96";"19";"Nc1ccc2c(c1)C(=O)/C(=C/c1cc(Br)c(O)c(Br)c1)C2=O";"IC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"12.05";"0.32";"1.14";"6.34";"0";"CHEMBL768315";"Inhibition of Protein Kinase A (PKA)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130961";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";""
"CHEMBL210246";"";"None";"412.47";"0";"4.87";"10o";"N[C@H](COc1cncc(-c2ccc3cnc(F)cc3c2)c1)Cc1c[nH]c2ccccc12";"IC50";"'='";"48.0";"nM";"7.32";"";"";"UO_0000065";"17.74";"0.32";"2.45";"9.53";"0";"CHEMBL861323";"Inhibition of PKA at 5 uM ATP";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1147830";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL127997";"";"None";"387.40";"0";"3.23";"8h";"COc1ccc2c(C3=C(c4c[nH]c5cc(OC)ccc45)C(=O)NC3=O)c[nH]c2c1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL770103";"Inhibition of Protein kinase A (Not tested)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136337";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL208048";"";"None";"445.93";"0";"4.26";"25";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C(C)C)[C@@H](C)C(N)=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL870111";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1147701";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL207246";"";"None";"415.86";"0";"3.23";"16";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC1C(N)=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL870111";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1147701";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL207674";"";"None";"445.88";"0";"2.86";"15";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCOCC1C(N)=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL870111";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1147701";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL278103";"";"None";"277.33";"0";"3.17";"3";"Cc1ccc(N)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"1";"CHEMBL757145";"Inhibition of serine/threonine kinase(PKA)";"B";"BAO_0000224";"protein format";"Oryctolagus cuniculus";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1159186";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";""
"CHEMBL338956";"";"None";"586.65";"2";"5.40";"41";"CO[C@H]1[C@@H](N(C)C(=O)c2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"11.12";"0.20";"1.12";"6.66";"0";"CHEMBL768001";"Inhibitory activity against cAMP-dependent protein kinase A was determined";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1127758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
"CHEMBL131715";"";"None";"605.09";"2";"6.56";"26";"CO[C@H]1[C@@H](N(C)C(=O)c2ccc(Cl)cc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"9.23";"0.17";"-0.97";"7.19";"0";"CHEMBL768001";"Inhibitory activity against cAMP-dependent protein kinase A was determined";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1127758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
"CHEMBL104264";"";"None";"446.37";"0";"3.58";"H-89";"O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12";"IC50";"'='";"73.0";"nM";"7.14";"";"";"UO_0000065";"15.99";"0.36";"3.56";"10.04";"0";"CHEMBL919347";"Inhibition of PKA by radiometric filter binding assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1139878";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL226712";"";"None";"335.80";"0";"3.72";"16";"NC(c1ccc(Cl)cc1)c1ccc(-c2ncnc3[nH]cnc23)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL919347";"Inhibition of PKA by radiometric filter binding assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1139878";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL6976";"";"None";"273.29";"0";"1.45";"1e";"COc1cc2c(cc1OC)Nc1ncn(C)c(=O)c1C2";"IC50";"'>'";"3000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767992";"Inhibition of cAMP-dependent kinase (Protein kinase A)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128884";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";""
"CHEMBL131456";"";"None";"642.71";"2";"5.79";"33";"COC(=O)CN1Cc2c(c3c4ccccc4n4c3c3c2c2ccccc2n3[C@]2(C)O[C@H]4C[C@H](N(C)C(=O)c3ccccc3)[C@@H]2OC)C1=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768001";"Inhibitory activity against cAMP-dependent protein kinase A was determined";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1127758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
"CHEMBL340611";"";"None";"509.63";"2";"5.23";"4";"CC[N+](C)(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"12.89";"0.24";"1.34";"11.44";"0";"CHEMBL768001";"Inhibitory activity against cAMP-dependent protein kinase A was determined";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1127758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
"CHEMBL268368";"STAUROSPORINE AGLYCON";"None";"325.33";"0";"3.84";"3";"O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21";"IC50";"'='";"60000.0";"nM";"4.22";"";"";"UO_0000065";"12.98";"0.23";"0.38";"5.43";"0";"CHEMBL772605";"Inhibition of protein kinase A";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1126419";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1992";"None";"";""
"CHEMBL395573";"";"None";"454.29";"1";"5.54";"33";"N#Cc1cnc2c(Cl)cc(NCc3cccc[n+]3[O-])cc2c1Nc1ccc(F)c(Cl)c1";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896200";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1148782";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL204420";"";"None";"458.93";"0";"2.78";"13";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCN(C)CC1C(N)=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL870111";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1147701";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL207235";"";"None";"459.91";"0";"3.25";"8";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1C[C@H](OC)C[C@@H]1C(N)=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL870111";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1147701";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL277931";"";"None";"367.41";"0";"4.53";"1";"O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"1";"CHEMBL757145";"Inhibition of serine/threonine kinase(PKA)";"B";"BAO_0000224";"protein format";"Oryctolagus cuniculus";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1159186";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";""
"CHEMBL48546";"";"None";"507.50";"1";"2.51";"35c";"COC(=O)c1cccc(O)c1C(=O)c1c(O)cc(C(=O)OC2CNCC2Cc2ccc(O)cc2)cc1O";"IC50";"'='";"4300.0";"nM";"5.37";"";"";"UO_0000065";"10.57";"0.20";"2.86";"3.30";"0";"CHEMBL767981";"Inhibition of Protein Kinase A (PKA)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1129461";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL103055";"";"None";"512.61";"1";"3.53";"5a";"CCN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1";"IC50";"'='";"14500.0";"nM";"4.84";"";"";"UO_0000065";"9.44";"0.17";"1.31";"6.22";"0";"CHEMBL772604";"Inhibition of Protein kinase A";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136205";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL59036";"";"None";"381.44";"0";"4.84";"21";"Cc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767982";"Inhibition of protein kinase A.";"B";"BAO_0000224";"protein format";"unidentified";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
"CHEMBL57556";"";"None";"292.30";"0";"2.98";"33";"O=C(O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL767983";"Inhibition of protein kinase A (not determined)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
"CHEMBL312698";"";"None";"275.69";"0";"3.50";"33";"COC(=O)Nc1cc(Cl)cc2c3cc[nH]cc-3nc12";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772598";"Inhibitory activity against protein kinase A.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136119";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL383541";"";"None";"370.46";"0";"4.08";"1b";"N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12";"IC50";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"20.03";"0.36";"3.34";"9.66";"0";"CHEMBL864414";"Inhibition of PKA at 10 uM ATP";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1146102";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL388978";"STAUROSPORINE";"None";"466.54";"0";"4.35";"Staurosporine";"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"3.6";"nM";"8.44";"";"";"UO_0000065";"18.10";"0.33";"4.09";"12.16";"0";"CHEMBL864414";"Inhibition of PKA at 10 uM ATP";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1146102";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL56904";"";"None";"479.59";"0";"4.28";"2";"CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1";"IC50";"'='";"475000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767982";"Inhibition of protein kinase A.";"B";"BAO_0000224";"protein format";"unidentified";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
"CHEMBL293991";"";"None";"459.45";"1";"5.43";"9";"NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"12.40";"0.24";"0.27";"7.31";"0";"CHEMBL767982";"Inhibition of protein kinase A.";"B";"BAO_0000224";"protein format";"unidentified";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
"CHEMBL281948";"K-252A";"None";"467.48";"0";"3.66";"K-252a";"COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL767313";"Inhibition of protein kinase A (Not determined)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1126419";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1992";"None";"";""
"CHEMBL432715";"";"None";"404.22";"0";"4.60";"4e";"O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3c(Br)cccc3c21";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767988";"Inhibitory activity against Protein kinase A using histone as substrate";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1145043";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL291126";"";"None";"423.43";"0";"3.83";"39";"O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@@H]1O[C@H]3C[C@@H]1CO";"IC50";"'='";"18.5";"nM";"7.73";"";"";"UO_0000065";"18.26";"0.33";"3.90";"9.05";"0";"CHEMBL856217";"Inhibition of cAMP-dependent protein kinase (PKA)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1126522";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";""
"CHEMBL265876";"";"None";"1063.22";"None";"None";"5";"C[C@H](NC(=O)[C@H](C)NS(=O)(=O)c1cccc2cnccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"5.57";"None";"None";"None";"0";"CHEMBL768312";"Inhibition of cAMP-dependent protein kinase (PKA).";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1125757";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";""
"CHEMBL73772";"";"None";"466.54";"0";"4.11";"14j";"Cn1ccc2ccc3c4[nH]c5c(CCCN6CCOCC6)cccc5c4c4c(c3c21)C(=O)NC4=O";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL75953";"";"None";"445.48";"1";"5.43";"3y";"Cn1ccc2ccc3c4[nH]c5cc(OCc6ccccc6)ccc5c4c4c(c3c21)C(=O)NC4=O";"IC50";"'='";"3290.0";"nM";"5.48";"";"";"UO_0000065";"12.31";"0.22";"0.05";"7.20";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL375485";"";"None";"411.47";"0";"4.23";"25b";"N[C@H](COc1cncc(-c2cc3c(-c4ccco4)n[nH]c3cn2)c1)Cc1ccccc1";"IC50";"'='";"274.0";"nM";"6.56";"";"";"UO_0000065";"15.95";"0.29";"2.33";"6.38";"0";"CHEMBL903965";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1142911";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";""
"CHEMBL327300";"";"None";"341.36";"0";"4.06";"7o";"COc1ccc(Oc2ccnc3cc(OC)c(OC)cc23)cc1OC";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767986";"Inhibition of Protein kinase A";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1152084";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
